AROKATO,nom,IDREG,pays,type,lat,long,SITU,CAP,CAPNAT,GAS,typharris1963,1959,1970,1979,1989,2002,2010,T5970,T7079,T7989,T8902,T0210
AUA20117,Tchougouiv,UKR22,Ukraine,gorod,49.84,36.96,O,0,0,0,,22.657,24.733,32.128,36.543,36.339,32.532,0.800180187,2.949202854,1.295942739,-0.043107094,-1.373730739
AR17230501,kirzhach,RUS75,Russie,gorod,56.15,38.86666667,O,0,0,0,,22.61,27.942,34.397,36.86,32.937,30.044,1.943542373,2.3361869,0.693972919,-0.861882057,-1.142593153
AR52415,tara,RUS45,Russie,gorod,56.9,74.36666667,E,0,0,0,,22.6,22.4,23.2,26.2,26.888,27.322,-0.080775972,0.390664666,1.223495532,0.199588757,0.200352288
AR69405,kolpashevo,RUS71,Russie,gorod,58.31666667,82.91666667,E,0,0,0,,22.6,24.9,28.6,31.3,28.441,24.126,0.884964655,1.551229846,0.906195107,-0.734110086,-2.0357636
AR80455,uchaly,RUS07,Russie,gorod,54.31666667,59.38333333,E,0,0,1,,22.597,21.8,27.6,32.4,37.196,37.771,-0.325896748,2.655830522,1.616350366,1.067525561,0.191938765
AR75244501,njazpetrvsk,RUS66,Russie,gorod,56.05,59.6,E,0,0,1,,22.5,18.6,17.7,17.1,13.405,12.452,-1.715601486,-0.549561479,-0.344267796,-1.855271596,-0.917595648
AR75464,juzhuraljsk,RUS66,Russie,gorod,54.45,61.25,E,0,0,1,,22.4,35.3,39.2,41.3,39.275,37.89,4.221416517,1.171180602,0.52322158,-0.385978686,-0.447756557
AR12402,ahtubinsk,RUS06,Russie,gorod,48.28333333,46.16666667,O,0,0,1,,22.3,43.5,47.4,50.3,45.542,41.898,6.262590595,0.958579563,0.595595141,-0.761471389,-1.037046257
AR34430,sharja,RUS30,Russie,gorod,58.36666667,45.5,O,0,0,0,,22.3,39.227,39.086,42.129,38.476,35.891,5.26844385,-0.040002426,0.752537367,-0.695276837,-0.865583351
AR34420,nerehta,RUS30,Russie,gorod,57.45,40.58333333,O,0,0,0,,22.3,25.7,26.7,29.3,26.002,22.817,1.298396116,0.425040451,0.933570341,-0.914363713,-1.620078077
AUA11104,Znamyanka,UKR13,Ukraine,gorod,48.71,32.66,O,0,0,0,,22.297,27.393,29.336,33.828,29.031,25.073,1.888847835,0.764327567,1.434932023,-1.169442931,-1.815490027
AR03251501,temrjuk,RUS33,Russie,gorod,45.26666667,37.38333333,O,0,0,1,,22.2,23.2,31.9,33.2,36.118,38.014,0.401348617,3.601720195,0.400237481,0.650115522,0.641588881
AR64405,aleksahalin,RUS58,Russie,gorod,50.9,142.15,E,0,0,1,,22.2,20.3,19.2,19.2,12.826,10.613,-0.810077434,-0.617094845,0,-3.055693501,-2.339629833
AR03241501,primorahtar,RUS33,Russie,gorod,46.05,38.18333333,O,0,0,0,,22,26,28,30,32.677,32.253,1.530263942,0.826821355,0.692314206,0.65965919,-0.163121866
AR65428,ivdel,RUS63,Russie,gorod,60.68333333,60.43333333,E,0,0,0,,22,15.3,15.9,19,19.324,17.764,-3.247811931,0.42831779,1.79715665,0.130152837,-1.046657879
AR92415,elabuga,RUS65,Russie,gorod,55.76666667,52.03333333,O,0,0,1,,22,31.7,35.6,53.5,68.663,70.75,3.376424579,1.297556781,4.157459478,1.937992435,0.374976985
AUA05122,Ilovaisk,UKR06,Ukraine,gorod,47.97,38.11,O,0,0,0,,21.947,19.676,20.435,21.076,17.491,16.255,-0.988093567,0.421435531,0.309335812,-1.424189454,-0.91155382
AR32410,berjozvskij,RUS25,Russie,gorod,55.66666667,86.25,E,0,0,0,,21.9,34.8,41.4,51.3,48.299,47.292,4.300168907,1.948331373,2.167249674,-0.462618116,-0.263024838
AUA15105,Bilgorod-Dnistrovsk,UKR17,Ukraine,gorod,46.2,30.35,O,0,0,0,,21.832,32.928,46.795,55.631,51.617,50.262,3.806539078,3.982282008,1.744687332,-0.57437516,-0.332038038
AR46465,roshalj,RUS40,Russie,gorod,55.66666667,39.88333333,O,0,0,0,,21.8,25.3,25.3,24,22.407,21.265,1.362788136,0,-0.526116786,-0.526917818,-0.651752834
AR57141,kudymkar,RUS52,Russie,gorod,59.01666667,54.66666667,E,0,0,1,,21.8,26.4,28.4,33.5,31.914,28.984,1.755726084,0.814691082,1.66527663,-0.372386867,-1.196544181
AR75238501,kusa,RUS66,Russie,gorod,55.33333333,59.43333333,E,0,0,1,,21.8,21.2,21.9,22.6,20.316,18.792,-0.253394668,0.361601709,0.315128183,-0.8161982,-0.969983833
AR75421,kasli,RUS66,Russie,gorod,55.88333333,60.75,E,0,0,1,,21.8,20.7,21.2,21.5,19.091,16.998,-0.469587334,0.265546189,0.140616307,-0.909957028,-1.441032905
AR11244501,njandoma,RUS05,Russie,gorod,61.66666667,40.2,O,0,0,0,,21.7,23.4,22,24.8,22.619,22.354,0.688026665,-0.683140017,1.205216905,-0.705601874,-0.147203862
AR04257501,ujar,RUS34,Russie,gorod,55.81666667,94.31666667,E,0,0,0,,21.6,20.6,18,17,13.807,12.666,-0.430002276,-1.487922915,-0.569953704,-1.587552892,-1.072389361
AR53425,soljileck,RUS47,Russie,gorod,51.16666667,54.98333333,E,0,0,1,,21.6,22.3,21.7,23.8,26.883,28.369,0.290360402,-0.302590358,0.928012784,0.94139222,0.674802641
AR64430,poronajsk,RUS58,Russie,gorod,49.21666667,143.1,E,0,0,1,,21.6,23.6,24.7,26,17.954,16.099,0.808279971,0.507466958,0.514250697,-2.808152778,-1.353947708
AGE04110,Tchiatoura,GEO00,Géorgie,gorod,42.3,43.3,O,0,0,0,,21.521,25.474,26.715,29.228,13.835,14.1,1.544802611,0.529920038,0.903072803,-5.59090139,0.23744626
AUA12131,Svatove,UKR14,Ukraine,gorod,49.41,38.15,O,0,0,0,,21.455,23.002,22.628,21.625,19.427,18.558,0.634947757,-0.181979673,-0.45235403,-0.820969187,-0.570647949
ALE01149,R_zekne,LET00,Lettonie,gorod,56.5,27.32,O,0,0,0,,21.429,30.803,37.225,42.181,38.054,35.074,3.353803739,2.126386481,1.25773685,-0.788900021,-1.014148583
AR25234501,sljudjanka,RUS17,Russie,gorod,51.66666667,103.7,E,0,0,0,,21.4,20.6,19.8,19.9,19.118,18.542,-0.345763096,-0.439134507,0.050390632,-0.307905243,-0.381668169
AR53414,kuvandyk,RUS47,Russie,gorod,51.48333333,57.35,E,0,0,0,,21.4,22.9,25.1,28.3,28.679,26.176,0.617773018,1.024444485,1.207167742,0.102385786,-1.135036638
AUA04121,Pyatikhatki,UKR05,Ukraine,gorod,48.41,33.71,O,0,0,0,,21.359,20.329,20.932,21.135,20.309,19.069,-0.448308072,0.325313003,0.096560044,-0.306220367,-0.784366796
AUA20101,Balakliya,UKR22,Ukraine,gorod,49.47,36.86,O,0,0,0,,21.325,30.47,32.82,35.737,32.038,29.781,3.297402583,0.828922166,0.855120253,-0.836996048,-0.908950733
AR11420,onega,RUS05,Russie,gorod,63.91666667,38.08333333,O,0,0,0,,21.3,25,25,26.1,23.43,21.359,1.466732044,0,0.431523286,-0.826702799,-1.150135487
AR14430,gubkin,RUS08,Russie,gorod,51.28333333,37.55,O,0,0,0,,21.3,54.1,65.1,73.8,86.083,88.562,8.843276192,2.077852496,1.262241687,1.191295573,0.355517025
AR25440,Oust-Kout,RUS17,Russie,gorod,56.8,105.8333333,E,0,0,1,,21.3,33.2,49.6,61.2,49.951,45.061,4.117444053,4.561429088,2.123801916,-1.550202298,-1.279560582
AR38410,ljgov,RUS32,Russie,gorod,51.66666667,35.26666667,O,0,0,0,,21.3,25.1,26.5,25.6,23.783,21.452,1.503562122,0.604898688,-0.344927568,-0.564717226,-1.281137149
AR22258501,shahunja,RUS42,Russie,gorod,57.66666667,46.61666667,O,0,0,0,,21.3,20.1,21,22.3,21.724,20.926,-0.525769854,0.487882095,0.602449881,-0.201097821,-0.466722888
AR65486,rezh,RUS63,Russie,gorod,57.36666667,61.4,E,0,0,1,,21.3,29.9,37.9,43.4,39.881,38.213,3.131217334,2.669368625,1.364306156,-0.648346193,-0.532629574
AR78212501,gavrilovjam,RUS79,Russie,gorod,57.3,39.85,O,0,0,0,,21.3,20.8,20.7,21.4,19.105,17.792,-0.21571324,-0.053533293,0.333125853,-0.868825561,-0.88606563
AR25445505,svirsk,RUS17,Russie,gorod,53.08333333,103.3333333,E,0,0,0,,21.2,20.5,21.8,19.2,15.5,13.649,-0.30477367,0.685506509,-1.261966478,-1.633210374,-1.577103465
AR50257501,cherepanovo,RUS44,Russie,gorod,54.21666667,83.36666667,E,0,0,0,,21.2,21.1,21,22.1,20.496,19.803,-0.042973865,-0.052770547,0.511857244,-0.577922515,-0.429030819
AMO02106,Ribnita,MOL00,Moldavie,gorod,47.77,29,O,0,0,0,,21.067,36.926,51.719,75.828,65.3,62.088,5.234393563,3.814192226,3.900625356,-1.143196867,-0.628557222
AKA05112,Oushtebe,KAZ005,Kazakhstan,gorod,45.24,77.98,E,0,0,0,,21.029,24.484,24.546,26.028,21.845,24.895,1.392491596,0.028104673,0.587961483,-1.338604579,1.647014975
AUA03102,Volodimir-Volynskii,UKR04,Ukraine,gorod,50.85,24.33,O,0,0,0,,20.928,28.412,33.777,38.263,38.152,38.768,2.818288611,1.940459139,1.254840618,-0.022373698,0.200459382
AUA07110,Khoust,UKR08,Ukraine,gorod,48.18,23.3,O,0,0,0,,20.902,23.81,27.522,31.287,28.949,28.392,1.191228482,1.622804782,1.290424952,-0.595603084,-0.242647096
AR46216501,zarajsk,RUS40,Russie,gorod,54.76666667,38.88333333,O,0,0,0,,20.8,23.7,26.7,27,25.093,24.648,1.193631794,1.333124773,0.111795451,-0.561861339,-0.223414576
AR71131,Khanti-Mansiisk,RUS70,Russie,gorod,61,69.01666667,E,1,0,1,,20.7,24.8,28.3,34.5,53.953,79.41,1.656386204,1.477679661,2.000726716,3.499485892,4.950001646
AR61410,sasovo,RUS56,Russie,gorod,54.35,41.91666667,O,0,0,0,,20.7,27.2,30.2,35.9,30.736,28.117,2.513647708,1.169282741,1.743986628,-1.187528627,-1.107079151
AUA12138,Tchervonopartizansk,UKR14,Ukraine,gorod,48.08,39.79,O,0,0,0,,20.673,23.669,22.094,20.05,17.587,15.928,1.23794234,-0.762192652,-0.966072493,-1.003265245,-1.230707139
AR65478,nizhntura,RUS63,Russie,gorod,58.61666667,59.85,E,0,0,1,,20.6,19.6,22.9,26.3,24.247,21.997,-0.451355674,1.744003702,1.393946367,-0.623250003,-1.209955674
AR75424,katavivansk,RUS66,Russie,gorod,54.75,58.2,E,0,0,0,,20.6,20.2,22.8,25,20.162,17.64,-0.178100044,1.354400368,0.925408559,-1.640821589,-1.656508893
AUA20105,Vovtchansk,UKR22,Ukraine,gorod,50.29,36.94,O,0,0,0,,20.592,22.21,24.375,24.35,20.503,19.192,0.690005892,1.038863312,-0.010261147,-1.314023023,-0.82263611
AR17440,sobinka,RUS75,Russie,gorod,55.98333333,40.01666667,O,0,0,0,,20.5,22.9,23.6,23.7,21.054,19.482,1.011554923,0.335113604,0.042292302,-0.906516006,-0.965305766
AUA05116,Dokoutchaevsk,UKR06,Ukraine,gorod,47.73,37.67,O,0,0,0,,20.462,25.201,24.137,26.038,24.247,23.791,1.911810637,-0.478161411,0.760991701,-0.546647373,-0.237100311
AUA10108,Vasil'kiv,UKR12,Ukraine,gorod,50.18,30.32,O,0,0,0,,20.45,26.741,32.852,40.277,39.421,36.421,2.46828905,2.313177941,2.05858203,-0.165136629,-0.984491194
AR41403,boksitogors,RUS35,Russie,gorod,59.46666667,33.85,O,0,0,0,,20.4,22.2,23.2,21.8,18.128,16.593,0.771665638,0.490755723,-0.620490049,-1.40884515,-1.099866556
ABE05112,Slonim,BEL00,Belarus,gorod,53.09,25.32,O,0,0,0,,20.389,30.279,36.659,45.741,51.64,48.812,3.660485023,2.147223192,2.238037423,0.937451926,-0.701464349
AAZ04117,Yevlax,AZE00,Azerbaidjan,gorod,40.62,47.15,O,0,0,1,,20.368,29.462,33.874,45.719,53.144,58.3,3.412725738,1.562599105,3.044074738,1.16428819,1.16428819
AAZ10108,Xankandi,AZE00,Azerbaidjan,gorod,39.82,46.75,O,0,0,0,,20.333,30.293,38.98,56.705,54.572,53.3,3.690764126,2.841077125,3.819265498,-0.294451634,-0.294451634
AUA15111,Kiliya,UKR17,Ukraine,gorod,45.45,29.27,O,0,0,0,,20.304,24.276,25.055,25.754,22.377,20.932,1.637538493,0.35156321,0.275544392,-1.075392839,-0.830936713
AR03213501,guljkevichi,RUS33,Russie,gorod,45.36666667,40.68333333,O,0,0,1,,20.3,22.1,27.3,31.7,35.141,35.225,0.775324032,2.375658478,1.505520266,0.795856846,0.029848427
AR92201501,agryz,RUS65,Russie,gorod,56.51666667,53,O,0,0,1,,20.3,19.3,20.1,19.7,18.62,19.299,-0.458181587,0.452294435,-0.2008099,-0.432771326,0.448716346
AR80209565,Priyoutovo,RUS07,Russie,town,53.9,53.93,E,0,0,1,,20.278,21.051,18.164,19.349,20.807,20.888,0.340683652,-1.625602692,0.633992532,0.560400788,0.048578831
AUA22110,Slavouta,UKR24,Ukraine,gorod,50.3,26.87,O,0,0,0,,20.216,25.573,29.323,34.696,34.41,35.442,2.15992992,1.532006542,1.696756278,-0.063659179,0.370076594
AR03205509,hadyzhensk,RUS33,Russie,gorod,44.43333333,39.53333333,O,0,0,1,,20.2,17.9,17.8,19,21.286,21.58,-1.09291015,-0.062227914,0.654538017,0.877757593,0.171614342
AR71415,jalutorovsk,RUS70,Russie,gorod,56.65,66.3,E,0,0,0,,20.2,25.4,32.9,36.8,36.088,36.494,2.104257089,2.916423831,1.126550192,-0.150175163,0.139941119
AUA05107,Volnovakha,UKR06,Ukraine,gorod,45.6,37.5,O,0,0,0,,20.199,24.427,25.411,26.371,24.587,23.484,1.742794116,0.439776114,0.37151612,-0.537397373,-0.57205167
AR14410,aleksejevka,RUS08,Russie,gorod,50.63333333,38.68333333,O,0,0,0,,20.1,25.6,31.6,36.6,39.312,39.026,2.223193919,2.367192082,1.479752718,0.551372767,-0.091229924
AKA05108,Talgar,KAZ005,Kazakhstan,gorod,43.3,77.23,E,0,0,0,,20.071,31.273,36.952,43.645,44.107,45.529,4.114001751,1.871346121,1.678622714,0.081037473,0.397414508
AUA05102,Amvrosiivka,UKR06,Ukraine,gorod,47.88,38.49,O,0,0,0,,20.037,24.33,24.406,23.951,21.916,19.484,1.780479343,0.03465986,-0.188012306,-0.680532856,-1.459799896
AR50217501,karasuk,RUS44,Russie,gorod,53.73333333,78.03333333,E,0,0,0,,20,22.6,25.5,29.4,28.734,28.586,1.117264688,1.350465802,1.433337388,-0.176103093,-0.06452921
AR63217501,ershov,RUS60,Russie,gorod,51.35,48.28333333,O,0,0,1,,20,21.7,22.3,24.5,23.848,21.447,0.744393178,0.303508746,0.945304434,-0.207267682,-1.317686251
AUA22111,Starokostuantiniv,UKR24,Ukraine,gorod,49.75,27.22,O,0,0,0,,19.909,22.034,27.356,33.204,35.049,34.754,0.926216024,2.433005752,1.956232975,0.416874427,-0.105652973
AAZ04110,Mingatchevir,AZE00,Azerbaidjan,gorod,40.77,47.05,O,0,0,1,,19.904,43.092,59.733,85.388,92.872,97.8,7.274383216,3.694929231,3.63781578,0.64837386,0.64837386
AR33214501,zujevka,RUS28,Russie,gorod,58.4,51.13333333,O,0,0,0,,19.9,17,16.2,16.1,12.6,11.198,-1.421673658,-0.534147242,-0.061900536,-1.867891941,-1.463702473
AR64420,nevelsk,RUS58,Russie,gorod,46.65,141.8666667,E,0,0,1,,19.9,20.7,23.5,24.2,18.639,11.667,0.358951498,1.419612368,0.293953318,-1.988399719,-5.687974158
AUA21105,Nova Kakhovka,UKR23,Ukraine,gorod,46.75,33.38,O,0,0,0,,19.885,39.25,52.325,68.114,63.017,59.53,6.376753806,3.246276315,2.672163798,-0.596517271,-0.709011127
AR22247501,semjonov,RUS42,Russie,gorod,56.8,44.5,O,0,0,0,,19.8,23.6,25.2,26.3,25.298,24.472,1.608848208,0.731521334,0.428163458,-0.298350954,-0.414086966
AUA22109,Polonne,UKR24,Ukraine,gorod,50.12,27.52,O,0,0,0,,19.775,22.484,23.392,24.402,23.071,22.064,1.173977944,0.440859365,0.423604805,-0.43066298,-0.556081667
AUZ07104,Karshi,OUZ00,Ouzbekistan,gorod,38.86,65.8,E,1,0,1,,19.709,71.111,108.225,168.719,214.735,249.107,12.37277579,4.776924227,4.540275389,1.872457373,1.873322626
AR86245501,segezha,RUS12,Russie,gorod,63.73333333,34.31666667,O,0,0,0,,19.7,28.8,36.4,38.2,34.214,29.66,3.512618901,2.636300221,0.483834125,-0.844114093,-1.769600128
AR24237501,jurjevec,RUS18,Russie,gorod,57.31666667,43.1,O,0,0,0,,19.7,20.1,18.3,16.5,12.664,10.205,0.182905061,-1.037016136,-1.030064906,-2.014788314,-2.662483035
ALI04106,Marijampol_,LIT00,Lithuanie,gorod,54.57,23.35,O,1,0,0,,19.621,28.763,38.451,50.616,48.428,46.256,3.538337136,3.278081529,2.786959188,-0.339402793,-0.571847906
AKA11101,Aralsk,KAZ004,Kazakhstan,gorod,46.8,61.67,E,0,0,0,,19.615,37.722,32.087,30.801,29.706,29.987,6.125259079,-1.781632474,-0.408202646,-0.278072381,0.117776315
AR03403,Anapa,RUS33,Russie,gorod,44.88333333,37.31666667,O,0,0,0,,19.6,29.9,40.1,55,53.493,58.983,3.914009317,3.315073059,3.210012747,-0.213482425,1.228718254
AR46257501,shatura,RUS40,Russie,gorod,55.56666667,39.53333333,O,0,0,0,,19.6,24.5,29.4,31.6,30.393,32.905,2.049293217,2.046453568,0.724234446,-0.29912712,0.99759694
AR50252501,toguchin,RUS44,Russie,gorod,55.23333333,84.38333333,E,0,0,0,,19.6,20.6,22.6,23.2,22.179,21.9,0.453402131,1.034860585,0.262367306,-0.345604358,-0.158115596
AR65241501,sysert,RUS63,Russie,gorod,56.5,60.81666667,E,0,0,1,,19.6,19.2,21.4,22.5,22.152,20.485,-0.187272491,1.21263398,0.5025022,-0.11983217,-0.973169692
AGE04105,Samtrediya,GEO00,Géorgie,gorod,42.15,42.34,O,0,0,0,,19.58,21.974,33.999,34.468,29.761,30,1.054165759,4.969201002,0.137096341,-1.123126431,0.100032125
AUA12134,Starobilsk,UKR14,Ukraine,gorod,49.28,38.91,O,0,0,0,,19.519,22.341,23.851,25.053,22.015,19.113,1.235158623,0.729342281,0.492885058,-0.989570393,-1.75123393
AR46218503,dedovsk,RUS40,Russie,gorod,55.86666667,37.13333333,O,0,0,0,,19.5,25.3,29.6,30.7,27.662,29.28,2.395421308,1.759409151,0.365549441,-0.798357786,0.713093727
AR46215503,krasnozavsk,RUS40,Russie,gorod,56.45,38.21666667,O,0,0,0,,19.5,25.4,27.4,29.8,13.549,13.432,2.432148551,0.845709861,0.843188781,-5.882900024,-0.108351558
AR28440,ostashkov,RUS74,Russie,gorod,57.15,33.1,O,0,0,0,,19.5,23.4,24.4,27.4,20.66,18.073,1.671280916,0.466050541,1.166348221,-2.148458111,-1.658349839
AKA11201,Oiteke bi,KAZ004,Kazakhstan,town,45.85,62.16,E,0,0,0,,19.499,34.815,41.565,32.059,35.199,38.046,5.411194025,1.988514233,-2.563378104,0.721350165,0.97698015
AUA10105,Boyarka,UKR12,Ukraine,gorod,50.32,30.32,O,0,0,0,,19.465,28.991,34.197,38.773,35.8,34.908,3.687898296,1.85196769,1.263781136,-0.611868458,-0.314764239
AR15216501,djatjkovo,RUS11,Russie,gorod,53.6,34.33333333,O,0,0,0,,19.4,26.8,31.7,34.4,33.6,29.438,2.981105885,1.883233227,0.82074866,-0.180840113,-1.63940936
AR37242501,shumiha,RUS31,Russie,gorod,55.23333333,63.28333333,E,0,0,1,,19.4,20.6,21.3,22,19.083,17.821,0.547109478,0.371978986,0.323877159,-1.088224503,-0.851607469
AR53427,sorochinsk,RUS47,Russie,gorod,52.43333333,53.15,E,0,0,1,,19.4,23.2,24.7,26.7,30.136,29.26,1.639468845,0.698550393,0.781642215,0.935556183,-0.36805943
AR90235501,beslan,RUS48,Russie,gorod,43.18333333,44.53333333,O,0,0,1,,19.4,26.9,29.9,32.5,35.55,36.724,3.01597931,1.181730057,0.837302018,0.692386503,0.406955023
AAR09104,Kapan,ARM00,Arménie,gorod,39.2,46.41,O,1,0,0,,19.315,29.916,35.889,42.375,45.708,45.5,4.057533709,2.043231567,1.675153182,0.584162967,-0.057064654
AR20239501,povorino,RUS78,Russie,gorod,51.2,42.25,O,0,0,0,,19.3,20.6,19.6,19.45,18.342,17.692,0.594359163,-0.551379952,-0.076795459,-0.450164921,-0.44999637
ABE04107,Zhlobin,BEL00,Belarus,gorod,52.89,30.03,O,0,0,0,,19.216,25.359,35.422,56.695,72.156,75.703,2.553795795,3.783131988,4.815900083,1.872238948,0.601745636
AR57234501,nytva,RUS52,Russie,gorod,57.93333333,55.33333333,E,0,0,1,,19.2,17.5,16.9,21.9,20.66,19.042,-0.839271001,-0.386885872,2.625607512,-0.447359224,-1.014226651
AGE03102,Ozourgeti,GEO00,Géorgie,gorod,41.93,41.98,O,1,0,0,,19.131,21.679,22.393,23.399,18.705,18.6,1.143157344,0.360697397,0.440415756,-1.707579044,-0.070341337
AR57405,aleksandrsk,RUS52,Russie,gorod,59.16666667,57.58333333,E,0,0,0,,19.1,18.3,20,20.1,16.231,14.502,-0.3882197,0.991900529,0.049887855,-1.631141366,-1.398089951
AR92430,Naberejnie Tchelny,RUS65,Russie,gorod,55.7,52.33333333,O,0,0,1,,19.1,37.9,301.4,500.3,509.87,513.242,6.427797989,25.90877663,5.19830092,0.145859139,0.082429924
ABE06109,Krytchau,BEL00,Belarus,gorod,53.7,31.71,O,0,0,0,,19.028,25.682,30.447,32.908,28.752,27.022,2.763670747,1.909073145,0.78031191,-1.033186029,-0.772457533
AR08406,bikin,RUS26,Russie,gorod,46.81666667,134.25,E,0,0,0,,19,17.5,17.7,19.1,19.641,17.156,-0.744831355,0.126343732,0.764141729,0.215083921,-1.676675322
AR03253501,timashevsk,RUS33,Russie,gorod,45.61666667,38.93333333,O,0,0,1,,19,29.1,39.1,45.6,54.116,53.921,3.951522251,3.336500978,1.549738297,1.325805532,-0.0451133
AR52410,kalachinsk,RUS45,Russie,gorod,55.05,74.58333333,E,0,0,0,,19,20.8,22.4,25,24.247,23.539,0.826249367,0.826821355,1.104200445,-0.234976777,-0.369743239
AR18251507,krasnoslobd,RUS76,Russie,gorod,48.7,44.56666667,O,0,0,0,,19,17.7,16,13.5,14.359,16.007,-0.642240938,-1.115684198,-1.684638918,0.47564483,1.367379315
AR65254501,turinsk,RUS63,Russie,gorod,58.03333333,63.7,E,0,0,0,,18.8,22.2,22.9,23.2,19.313,17.923,1.52270792,0.345535844,0.130238418,-1.400666059,-0.929325331
AR80403,agidel,RUS07,Russie,gorod,55.9,53.93333333,E,0,0,1,,18.721,18.721,18.721,18.721,18.721,16.365,0,0,0,0,-1.667207916
AR24220506,privolzhsk,RUS18,Russie,gorod,57.38333333,41.28333333,O,0,0,0,,18.7,19.8,20.4,20.7,18.385,16.749,0.52097432,0.332250322,0.146094609,-0.90814801,-1.158197646
AR18238501,novoanniski,RUS76,Russie,gorod,50.51666667,42.66666667,O,0,0,1,,18.7,20.5,20.9,20.9,19.472,17.911,0.838966694,0.214944818,0,-0.542917942,-1.039094806
AUA17102,Doubno,UKR19,Ukraine,gorod,50.42,25.75,O,0,0,0,,18.651,25.442,34.687,40.806,38.914,38.053,2.862958575,3.504034104,1.637910586,-0.364464728,-0.27938695
AGE11104,Khaskhouri,GEO00,Géorgie,gorod,41.99,43.59,O,0,0,0,,18.646,24.469,28.638,32.639,28.56,29,2.501459479,1.763451696,1.316322087,-1.021673973,0.191291385
AUA21104,Kakhovka,UKR23,Ukraine,gorod,46.81,33.48,O,0,0,0,,18.628,28.472,38.742,42.895,38.23,37.342,3.932209172,3.481490039,1.02351228,-0.881741527,-0.293341751
AR65426,zarechnyjs,RUS63,Russie,gorod,56.81666667,61.31666667,E,0,0,1,,18.626,25.969,30.549,41.411,40.559,39.43,3.067423762,1.821144582,3.088892025,-0.159786374,-0.352262548
AR73210501,inza,RUS50,Russie,gorod,53.85,46.35,O,0,0,0,,18.6,19.1,20.3,23.5,20.288,18.547,0.241443318,0.679325362,1.474561302,-1.124178301,-1.115253512
AR96404,gudermes,RUS167,Russie,gorod,43.35,46.1,O,0,0,1,,18.6,32.4,34,38.1,33.756,45.643,5.174875355,0.537015697,1.145043582,-0.926878543,3.843161192
AR68430,uvarovo,RUS64,Russie,gorod,51.98333333,42.26666667,O,0,0,0,,18.513,24.9,31.7,34.6,29.69,26.829,,2.719075431,0.879212579,-1.170354316,-1.258598764
AR29415,obninsk,RUS22,Russie,gorod,55.1,36.61666667,O,0,0,0,,18.5,55.079,82.229,110.592,118.012,116.948,10.42668349,4.553280141,3.007742733,0.500777106,-0.113147473
AR41460,tihvin,RUS35,Russie,gorod,59.63333333,33.5,O,0,0,0,,18.4,34,58.6,71.4,63.338,58.843,5.740635855,6.235274483,1.995276487,-0.917399852,-0.915936818
ABE05103,Vaukavysk,BEL00,Belarus,gorod,53.15,24.46,O,0,0,0,,18.283,23.266,29.074,40.374,46.72,44.044,2.215284609,2.507035423,3.337916074,1.129283611,-0.734599822
AES01146,Valga,EST00,Estonie,gorod,57.78333333,26.03333333,O,0,0,0,,18.226,24.004,26.515,26.365,20.778,19.757,2.534973361,1.11157849,-0.056716286,-1.815189762,-0.627856638
AR25410,bodajbo,RUS17,Russie,gorod,57.85,114.2,E,0,0,0,,18.2,13.9,14.4,20.9,16.504,15.331,-2.420521664,0.393431545,3.795465128,-1.800111533,-0.917339697
AR03221501,korenovsk,RUS33,Russie,gorod,45.46666667,39.45,O,0,0,1,,18.2,26.3,35,35.8,40.844,41.179,3.403429253,3.226274839,0.226253888,1.019096533,0.102158221
AR46443,kranoarmskm,RUS40,Russie,gorod,56.1,38.13333333,O,0,0,0,,18.2,22.4,26,27.5,26.051,26.294,1.905558965,1.669737742,0.562470626,-0.415517784,0.116125137
AR50259501,chulym,RUS44,Russie,gorod,55.1,80.96666667,E,0,0,0,,18.2,14.3,13,13.7,12.275,11.568,-2.168524304,-1.053414314,0.525842478,-0.841296199,-0.738782589
AUA01112,Saki,UKR01,Ukraine,gorod,45.14,33.6,O,0,0,0,,18.122,24.208,31.23,38.69,28.969,24.58,2.667283562,2.870379384,2.165125905,-2.201322923,-2.032550682
AR14420,valujki,RUS08,Russie,gorod,50.18333333,38.11666667,O,0,0,0,,18.1,29.1,32.1,34.9,35.79,35.322,4.411122532,1.096162717,0.839814815,0.193893081,-0.16439629
AR86212501,kemj,RUS12,Russie,gorod,64.95,34.6,O,0,0,0,,18.1,21,21,18.5,14.62,13.061,1.360171844,0,-1.259517892,-1.794324326,-1.399610143
AR46489,scherbinka,RUS40,Russie,gorod,55.5,37.56666667,O,0,0,0,,18.1,23.4,23.6,28,28.043,32.836,2.362233387,0.094607944,1.724274898,0.011804822,1.991909294
AUA05135,Mospine,UKR06,Ukraine,gorod,47.89,38.06,O,0,0,0,,18.002,16.955,14.638,13.494,11.636,10.827,-0.543247113,-1.619431546,-0.810455407,-1.133361831,-0.896256912
AR08217501,vjazemskij,RUS26,Russie,gorod,47.53333333,134.75,E,0,0,1,,18,18.4,18.9,18.4,15.76,14.556,0.200007993,0.298347032,-0.267753474,-1.184282133,-0.988479663
AUA18114,Trostyanets,UKR20,Ukraine,gorod,50.47,34.95,O,0,0,0,,17.992,19.868,23.655,25.706,23.146,21.682,0.905742543,1.957400848,0.834965742,-0.803549797,-0.813653882
