AROKATO,nom,IDREG,pays,type,lat,long,SITU,CAP,CAPNAT,GAS,typharris1963,1959,1970,1979,1989,2002,2010,T5970,T7079,T7989,T8902,T0210
AUA04107,Zhovti Vodi,UKR05,Ukraine,gorod,48.34,33.51,O,0,0,0,,32.406,40.334,51.653,61.69,52.95,48.427,2.0094799,2.786488263,1.791595584,-1.168337566,-1.10987271
AR05411,lesozavodsk,RUS53,Russie,gorod,45.46666667,133.4,E,0,0,0,,32.1,35,38.8,44.1,42.185,36.975,0.789390581,1.151829556,1.288627517,-0.340918126,-1.634282043
AUA18109,Okhtirka,UKR20,Ukraine,gorod,50.31,34.89,O,0,0,0,,32.031,41.354,45.301,50.726,50.258,49.325,2.3495867,1.01803547,1.137515989,-0.071227086,-0.234034803
AR27430,sovetskkl,RUS20,Russie,gorod,55.08333333,21.88333333,O,0,0,1,,31.9,38.5,40.2,41.9,43.224,41.709,1.724262447,0.481251584,0.415047258,0.239594798,-0.444994001
AR66205501,vjazma,RUS61,Russie,gorod,55.2,34.3,O,0,0,0,,31.9,44.1,51.7,59,57.545,57.103,2.987893043,1.7823419,1.329557672,-0.191894059,-0.096336014
AUA22113,Shepetivka,UKR24,Ukraine,gorod,50.18,27.07,O,0,0,0,,31.898,38.707,43.484,50.876,47.755,43.706,1.774442625,1.301424566,1.582371427,-0.485823995,-1.101326413
AR66241501,safonovo,RUS61,Russie,gorod,55.1,33.25,O,0,0,0,,31.7,45.9,53,56.6,48.209,46.116,3.422241845,1.610913037,0.659334821,-1.226746126,-0.553285758
AUA20112,Lyoubotin,UKR22,Ukraine,gorod,49.95,35.97,O,0,0,0,,31.54,33.324,32.78,29.395,23.839,21.825,0.501446479,-0.182713817,-1.084021492,-1.598573504,-1.097371754
AR64440,holmsk,RUS58,Russie,gorod,47.03333333,142.0333333,E,0,0,1,,31.5,37.4,45.2,51.4,35.141,30.936,1.572999397,2.127043402,1.293707773,-2.882782595,-1.580477105
AR18425,urjupinsk,RUS76,Russie,gorod,50.8,42.01666667,O,0,0,0,,31.5,38.2,40.2,43,41.96,41.594,1.768621474,0.568627025,0.675603172,-0.188156088,-0.109450777
AUA09108,Kolomiya,UKR10,Ukraine,gorod,48.53,25.04,O,0,0,0,,31.303,41.054,52.146,63.323,61.85,61.186,2.495859039,2.692946177,1.96099106,-0.180905697,-0.134798669
AGE08102,Zougdidi,GEO00,Géorgie,gorod,42.51,41.87,O,1,0,0,,31.081,39.896,45.17,50.022,68.894,74.2,2.295768695,1.389082454,1.025520373,2.492921588,0.931752268
AKA16101,Ayagez,KAZ003,Kazakhstan,gorod,47.97,80.44,E,0,0,0,,31.061,35.827,38.969,42.729,38.078,37.537,1.306173117,0.938427646,0.925369193,-0.882539377,-0.178731916
AUA14102,Voznesensk,UKR16,Ukraine,gorod,47.55,31.33,O,0,0,0,,31.043,36.457,40.721,43.881,42.164,37.315,1.472187334,1.236588256,0.750174764,-0.306489602,-1.515661484
AUA12126,Popasna,UKR14,Ukraine,gorod,48.61,38.34,O,0,0,0,,31.027,31.012,30.209,30.257,25.577,22.495,-0.004395965,-0.291068163,0.015877955,-1.284159956,-1.592342845
AR08414,nikolskamur,RUS26,Russie,gorod,53.15,140.7333333,E,0,0,0,,30.9,30.1,33.5,36.3,28.492,22.772,-0.238179648,1.196212147,0.805953484,-1.845786607,-2.762277124
AR04406,bogotol,RUS34,Russie,gorod,56.2,89.51666667,E,0,0,0,,30.9,29.3,28.2,27.8,24.369,21.029,-0.482185263,-0.424270066,-0.142757577,-1.00814677,-1.825745036
AR65473,nevjansk,RUS63,Russie,gorod,57.48333333,60.2,E,0,0,1,,30.9,29.8,32.4,29.8,26.644,24.555,-0.328983028,0.933777521,-0.833011364,-0.857413898,-1.015415553
AR50418,tatarsk,RUS44,Russie,gorod,55.21666667,75.96666667,E,0,0,0,,30.8,29.6,30.9,30.4,26.051,24.217,-0.360623899,0.478718017,-0.163002761,-1.180564107,-0.908365323
ABE04114,Retchytsa,BEL00,Belarus,gorod,52.36,30.39,O,0,0,0,,30.602,48.393,60.327,69.427,66.4,64.646,4.254278008,2.479400438,1.414876719,-0.342378558,-0.33390563
AR87420,Petchora,RUS29,Russie,gorod,65.13333333,57.21666667,O,0,0,1,,30.6,37.8,56.4,64.7,48.7,43.458,1.939561525,4.546548709,1.382388262,-2.161543914,-1.413466369
AR32413,gurjevsk,RUS25,Russie,gorod,54.28333333,85.93333333,E,0,0,0,,30.4,27.2,25.6,28.2,27.381,24.816,-1.006047282,-0.671343263,0.971989696,-0.226455784,-1.221981615
AR50415,kujbyshev,RUS44,Russie,gorod,55.45,78.3,E,0,0,0,,30.4,40.2,46.5,51.2,48.848,45.298,2.572760266,1.630768851,0.967522723,-0.361085712,-0.938698392
AR28408,bologoje,RUS74,Russie,gorod,57.86666667,34.05,O,0,0,0,,30.3,33.9,31.3,35.9,26.612,23.499,1.025837842,-0.882713415,1.380635932,-2.276571011,-1.543026141
AUA10124,Fastiv,UKR12,Ukraine,gorod,50.08,29.92,O,0,0,0,,30.24,42.328,51.179,53.861,51.671,48.684,3.104330281,2.13219645,0.512080294,-0.318782436,-0.741590398
AR03257501,ustjlabinsk,RUS33,Russie,gorod,45.21666667,39.66666667,O,0,0,1,,30.2,35.6,39.2,41.8,43.824,43.268,1.506726684,1.076094346,0.644262427,0.36439518,-0.159476211
AR97413,shumerlja,RUS69,Russie,gorod,55.5,46.41666667,O,0,0,0,,30.2,33.8,37.3,42,36.239,31.724,1.029066828,1.100820754,1.193832888,-1.128459443,-1.649523807
AR20247501,rossosh,RUS78,Russie,gorod,50.2,39.58333333,O,0,0,0,,30.2,36.4,44,57,62.923,62.865,1.71200651,2.129250242,2.622411995,0.76336418,-0.011526668
AR01410,kamenjnaobi,RUS02,Russie,gorod,53.8,81.33333333,E,0,0,0,,30.1,35.6,40,42.5,44.375,43.88,1.537337908,1.303239275,0.60808761,0.332645672,-0.140121892
AR65440,kamyshlov,RUS63,Russie,gorod,56.85,62.71666667,E,0,0,1,,30.1,30.8,31.9,33.5,28.914,26.875,0.209214168,0.390664666,0.49059378,-1.12606977,-0.909952401
AKA05110,Tekeli,KAZ005,Kazakhstan,gorod,44.83,78.82,E,0,0,0,,30.046,29.846,28.536,31.428,23.62,26.062,-0.060697146,-0.497473807,0.970001989,-2.172950664,1.237304524
AR53404,abdulino,RUS47,Russie,gorod,53.68333333,53.65,E,0,0,1,,30,26,23.1,22.6,21.537,20.183,-1.292491413,-1.305447701,-0.218587861,-0.369910447,-0.808361547
AR94430,mozhga,RUS49,Russie,gorod,56.45,52.21666667,E,0,0,1,,30,38.9,40.3,46,47.119,47.959,2.389900843,0.39363068,1.331688302,0.185055018,0.221121145
AR60232501,millerovo,RUS55,Russie,gorod,48.91666667,40.4,O,0,0,0,,30,34.6,36.2,37.3,38.498,36.493,1.305321359,0.503546185,0.299790554,0.24347257,-0.666342905
AR03205501,apsheronsk,RUS33,Russie,gorod,44.46666667,39.71666667,O,0,0,1,,29.8,32.9,33.3,34.5,39.608,40.229,0.903734371,0.134365069,0.354646659,1.067750928,0.194651833
AR76415,petrzabajk,RUS80,Russie,gorod,51.26666667,108.8333333,E,0,0,0,,29.8,28.3,30.9,28.3,21.164,18.555,-0.468413948,0.981388555,-0.875092374,-2.210285486,-1.631080574
AR04426,nazarovo,RUS34,Russie,gorod,56,90.38333333,E,0,0,0,,29.7,44.2,53.7,64.4,56.539,52.829,3.680454595,2.186769209,1.833614313,-0.996410054,-0.844791204
AKA08104,Shou,KAZ004,Kazakhstan,gorod,43.6,73.76,E,0,0,0,,29.632,34.314,33.393,37.395,33.941,36.531,1.342555837,-0.301845051,1.138337392,-0.742645378,0.923341525
AUA16110,Loubni,UKR18,Ukraine,gorod,50.02,33,O,0,0,0,,29.442,40.426,54.216,59.478,52.117,48.496,2.924220745,3.31490169,0.93060776,-1.011194105,-0.895971957
AR75249503,bakal,RUS66,Russie,gorod,54.93333333,58.8,E,0,0,1,,29.4,27.4,26.8,24.1,22.314,20.953,-0.63842301,-0.245710147,-1.056282212,-0.590538322,-0.783569587
AUA02106,Zhmerinka,UKR03,Ukraine,gorod,49.03,28.1,O,0,0,0,,29.368,36.195,38.364,41.08,37.207,35.53,1.918307006,0.648745654,0.686363403,-0.758888499,-0.574744771
AR24223501,rodniki,RUS18,Russie,gorod,57.1,41.73333333,O,0,0,0,,29.3,30,30.6,32.1,28.447,26.318,0.214865648,0.220271434,0.47970714,-0.925028301,-0.967657659
AR78410,rostov,RUS79,Russie,gorod,57.18333333,39.41666667,O,0,0,0,,29.2,30.8,31.5,35.7,34.141,31.791,0.486141312,0.250010404,1.259497118,-0.342885268,-0.887485605
AR27239501,chernahovsk,RUS20,Russie,gorod,54.63333333,21.81666667,O,0,0,1,,29.1,33.4,35.6,39.6,44.323,40.464,1.260769945,0.711292619,1.070524347,0.870494741,-1.132180049
AR01403,alejsk,RUS02,Russie,gorod,52.5,82.78333333,E,0,0,0,,29,32.5,31.3,30.3,28.551,29.512,1.041240473,-0.417149635,-0.324177257,-0.456307668,0.414669868
AUA05127,Krasnii Liman,UKR06,Ukraine,gorod,48.98,37.82,O,0,0,0,,28.911,30.383,31.755,31.192,27.811,22.697,0.452485145,0.491950029,-0.178725511,-0.878603772,-2.508082632
AR78420,uglich,RUS79,Russie,gorod,57.53333333,38.33333333,O,0,0,0,,28.9,35.5,39.1,40,38.26,34.505,1.887511574,1.078999332,0.227829008,-0.341526928,-1.282958055
AR80443,sibaj,RUS07,Russie,gorod,52.7,58.65,E,0,0,0,,28.8,37.7,40.3,47.3,59.082,62.732,2.47825338,0.743767585,1.614482436,1.725612005,0.752131591
AR83410,prohladnyj,RUS19,Russie,gorod,43.75,44.03333333,O,0,0,1,,28.8,40.1,47.6,57.1,61.772,59.595,3.054830463,1.923333681,1.836371229,0.606803413,-0.447477192
AR76405,balej,RUS80,Russie,gorod,51.58333333,116.6333333,E,0,0,0,,28.8,27.2,25.9,23.9,14.797,12.536,-0.518274245,-0.542677762,-0.800424504,-3.620925461,-2.051415608
AUA20111,Lozova,UKR22,Ukraine,gorod,48.88,36.38,O,0,0,0,,28.73,35.641,53.423,72.991,63.562,59.47,1.978914953,4.59981885,3.170160015,-1.058397268,-0.828290679
AR70220501,efremov,RUS72,Russie,gorod,53.15,38.11666667,O,0,0,0,,28.7,48.2,53,56.7,47.256,42.35,4.826131359,1.060392648,0.677105032,-1.391721529,-1.360796414
AUA08114,Tokmak,UKR09,Ukraine,gorod,47.25,35.71,O,0,0,0,,28.575,36.201,42.178,45.112,35.977,33.655,2.173785564,1.712407724,0.674761611,-1.725408342,-0.830605575
ABE05107,Lida,BEL00,Belarus,gorod,53.88,25.3,O,0,0,0,,28.541,47.578,65.5,91.007,99.192,97.918,4.75532066,3.615833345,3.343543747,0.664704206,-0.161569472
AUA01106,Dzhankoi,UKR01,Ukraine,gorod,45.72,34.4,O,0,0,0,,28.457,43.459,48.819,53.464,42.873,37.275,3.924352816,1.300625688,0.913032431,-1.683783371,-1.733917201
AR20231501,ostrogozhsk,RUS78,Russie,gorod,50.86666667,39.06666667,O,0,0,0,,28.4,29.9,34,34.5,34.585,33.842,0.468999423,1.438042248,0.146094609,0.018930546,-0.271099702
ABE07113,Maladzetchna,BEL00,Belarus,gorod,54.32,26.85,O,0,0,0,,28.384,50.413,72.612,91.726,97.676,94.083,5.360784325,4.137540744,2.364272819,0.484632923,-0.467348497
AR24407,tejkovo,RUS18,Russie,gorod,56.85,40.55,O,0,0,0,,28.3,41.6,34.7,38.1,36.686,34.993,3.564215023,-1.994948672,0.939128346,-0.290493182,-0.588849065
AUA18101,Vilopollya,UKR20,Ukraine,gorod,51.15,34.3,O,0,0,0,,28.082,30.064,29.194,29.557,26.57,24.667,0.621922694,-0.325748661,0.123650321,-0.816242512,-0.924541131
AUA04122,Sinel'nikove,UKR05,Ukraine,gorod,48.33,35.52,O,0,0,0,,28.026,30.261,34.291,37.807,32.107,31.553,0.699957458,1.398839853,0.980892941,-1.249231288,-0.217296412
AR61405,kasimov,RUS56,Russie,gorod,54.93333333,41.4,O,0,0,0,,27.9,33.1,34.2,37.5,35.816,33.494,1.565828919,0.36390901,0.925408559,-0.352808563,-0.83435481
AR36424,otradnyj,RUS59,Russie,gorod,53.36666667,51.35,O,0,0,1,,27.9,44.4,45.2,48.8,50.048,48.359,4.314222222,0.19861495,0.769276101,0.194436722,-0.428208034
AR07402,budjonovsk,RUS62,Russie,gorod,44.78333333,44.15,O,0,0,1,,27.9,35.8,45.6,55.3,65.687,64.628,2.292437965,2.724907138,1.947370557,1.332867049,-0.2029598
AR46231567,Malakhovka,RUS40,Russie,town,55.64,38.03,O,0,0,0,,27.849,27.876,28.052,26.454,18.552,23.991,0.008809883,0.06995587,-0.584808848,-2.692546664,3.265963597
AR41413,vsevolozhsk,RUS35,Russie,gorod,60.01666667,30.68333333,O,0,0,0,,27.8,27,28.6,31.9,45.31,59.689,-0.265094862,0.641715246,1.097976924,2.736161873,3.505286092
AR63404,atkarsk,RUS60,Russie,gorod,51.86666667,45,O,0,0,1,,27.8,28.9,29.1,28.9,27.907,25.62,0.353400943,0.076658023,-0.068942015,-0.268592809,-1.063111805
AR33410,kotelnich,RUS28,Russie,gorod,58.3,48.33333333,O,0,0,0,,27.7,29.2,32.8,36.8,28.245,24.979,0.480571934,1.300155087,1.15733924,-2.01467025,-1.524275737
AES01123,Narva,EST00,Estonie,gorod,59.38333333,28.2,O,0,0,0,,27.63,57.863,72.816,81.356,68.117,65.881,6.950702602,2.586866251,1.115160826,-1.356923285,-0.416340024
AR64425,oha,RUS58,Russie,gorod,53.58333333,142.9333333,E,0,0,1,,27.6,30.9,32.9,36.1,27.963,23.007,1.032019979,0.699283357,0.93252323,-1.945522966,-2.409053807
AUA06108,Novograd-Volynskii,UKR07,Ukraine,gorod,50.6,27.62,O,0,0,0,,27.58,41.194,48.544,55.238,56.093,55.973,3.714618211,1.840940034,1.300185039,0.118189222,-0.026711644
AR84401,gornaltajsk,RUS02,Russie,gorod,51.95,85.96666667,E,1,0,0,1B5,27.5,34.4,40.3,46.4,53.538,56.928,2.056038048,1.77439081,1.419459904,1.106789501,0.770397777
AR10420,rajchihinsk,RUS04,Russie,gorod,49.8,129.4,E,0,0,0,,27.5,25.2,28.1,27.9,24.498,20.499,-0.790874276,1.217637819,-0.071403371,-0.995284755,-2.203062382
AR14440,staryjoskol,RUS08,Russie,gorod,51.3,37.83333333,O,0,0,0,,27.5,51.5,114.9,173.9,215.898,221.163,5.869390373,9.326046797,4.231252215,1.677965802,0.301627888
ALE01173,Ventspils,LET00,Lettonie,gorod,57.39,21.56,O,0,0,0,,27.42,40.467,47.782,50.438,44.004,42.734,3.601653571,1.86339486,0.54242442,-1.044235151,-0.365401809
AR65484503,degtjarsk,RUS63,Russie,gorod,56.7,60.1,E,0,0,1,,27.4,22,20.1,18.4,15.869,15.521,-1.97568211,-0.998565761,-0.879798427,-1.131877394,-0.276785926
AUA15113,Kotovsk,UKR17,Ukraine,gorod,47.75,29.53,O,0,0,0,,27.383,36.463,41.25,43.078,40.519,40.569,2.637600001,1.380025249,0.434554594,-0.46997741,0.015412289
AR34405,buj,RUS30,Russie,gorod,58.48333333,41.53333333,O,0,0,0,,27.2,29.2,28.3,32.7,27.392,25.763,0.647100488,-0.347250183,1.455625258,-1.353252985,-0.763466251
AR60234501,morozovsk,RUS55,Russie,gorod,48.35,41.83333333,O,0,0,0,,27,27,27.2,27,29.222,27.644,0,0.082034822,-0.073773847,0.610200215,-0.691512274
AR04218501,ilanskij,RUS34,Russie,gorod,56.23333333,96.06666667,E,0,0,0,,26.9,22.9,20,18.4,17.073,16.108,-1.452882095,-1.493234971,-0.830349485,-0.574133184,-0.724639551
AR28405,bezheck,RUS74,Russie,gorod,57.78333333,36.7,O,0,0,0,,26.9,30,30.6,30.4,28.643,24.517,0.996487609,0.220271434,-0.06555251,-0.456903185,-1.925499931
AR50206501,bolotnoje,RUS44,Russie,gorod,55.66666667,84.4,E,0,0,0,,26.8,21.9,20.8,20,18.17,16.57,-1.818848786,-0.570959905,-0.391439004,-0.735439168,-1.14561294
AR28435,nelidovo,RUS74,Russie,gorod,56.21666667,32.78333333,O,0,0,0,,26.5,29.8,29,30,26.154,22.886,1.072654495,-0.301905164,0.339590824,-1.049798735,-1.654617957
AR29410,ljudinovo,RUS22,Russie,gorod,53.86666667,34.45,O,0,0,0,,26.4,33.9,39.8,43.7,41.829,40.55,2.299224825,1.798785587,0.939194912,-0.336035849,-0.387423799
AR18428,frolovo,RUS76,Russie,gorod,49.76666667,43.65,O,0,0,1,,26.4,33.4,39.5,41.7,41.132,39.489,2.161129401,1.881308542,0.543476071,-0.105442228,-0.508257171
AR05403,arsenjev,RUS53,Russie,gorod,44.16666667,133.2666667,E,0,0,0,,26.3,47.3,60.1,70,62.896,56.742,5.480752035,2.696829672,1.536539222,-0.819795607,-1.278850951
AR80405,belebej,RUS07,Russie,gorod,54.1,54.13333333,E,0,0,1,,26.2,32.5,43.2,53.4,60.928,60.183,1.978227905,3.212756336,2.142327781,1.01964091,-0.153668294
AR56256501,serdobsk,RUS51,Russie,gorod,52.46666667,44.21666667,O,0,0,0,,26.1,33.8,39.9,43.5,37.738,35.387,2.378067295,1.860603264,0.86758806,-1.08707428,-0.800814053
AUA12115,Kreminna,UKR14,Ukraine,gorod,49.05,38.22,O,0,0,0,,25.938,25.463,25.525,27.686,24.171,21.017,-0.167883071,0.027025273,0.815996311,-1.038834202,-1.732816379
AR15420,novozybkov,RUS11,Russie,gorod,52.53333333,31.93333333,O,0,0,0,,25.9,34.4,41.2,44.9,43.038,40.552,2.613696908,2.024460791,0.863703968,-0.325272519,-0.740970492
AR65490,severuralsk,RUS63,Russie,gorod,60.15,59.93333333,E,0,0,0,,25.9,29.9,32.5,36.1,34.673,29.279,1.314155673,0.930767268,1.056065177,-0.309762161,-2.091453679
AR75445,plast,RUS66,Russie,gorod,54.36666667,60.81666667,E,0,0,1,,25.9,22.7,19.3,18.9,17.422,17.344,-1.191733244,-1.786732207,-0.209212583,-0.624412749,-0.05607365
AUA07101,Beregove,UKR08,Ukraine,gorod,48.22,22.65,O,0,0,0,,25.73,27.308,29.013,30.157,26.565,24.615,0.5425764,0.675206038,0.387479401,-0.970826317,-0.94843636
AKA14102,Ekibastouz,KAZ002,Kazakhstan,gorod,51.99,74.91,E,0,0,0,,25.705,43.726,65.871,134.627,122.514,125.012,4.948138607,4.658070302,7.409771123,-0.722634782,0.252635307
AR33404,vjatskipol,RUS28,Russie,gorod,56.21666667,51.06666667,O,0,0,0,,25.7,32.7,37.6,44.5,40.282,35.159,2.214008644,1.563530229,1.699125059,-0.76310782,-1.685927561
AUA20110,Koupyansk,UKR22,Ukraine,gorod,49.72,37.6,O,0,0,0,,25.644,30.055,33.86,35.001,32.133,30.014,1.453363836,1.333314187,0.33197237,-0.655490748,-0.849104384
AUA02112,Moguilev-Podolskii,UKR03,Ukraine,gorod,48.45,27.8,O,0,0,0,,25.639,31.593,37.959,44.161,41.196,40.81,1.91662545,2.060520217,1.524823442,-0.53314888,-0.11768223
AR82430,kizljar,RUS13,Russie,gorod,43.83333333,46.7,O,0,0,1,,25.6,29.7,31.3,39.7,48.457,49.169,1.359657625,0.584714507,2.405814683,1.545088946,0.182498036
AR90230501,mozdok,RUS48,Russie,gorod,43.75,44.65,O,0,0,1,,25.6,32.4,34.4,38,42.865,38.748,2.164604624,0.667754511,1.000265497,0.930995376,-1.254273843
AR60412,volgodonsk,RUS55,Russie,gorod,47.51666667,42.15,O,0,0,0,,25.6,41.1,106.7,190.9,181.438,185.65,4.39773536,11.1823487,5.989819096,-0.39028052,0.287276639
AR66258501,jarcevo,RUS61,Russie,gorod,55.06666667,32.68333333,O,0,0,0,,25.6,36.7,40.7,53.2,52.617,47.853,3.328602208,1.156090973,2.714491935,-0.084726663,-1.17930911
AR41438,luga,RUS35,Russie,gorod,58.73333333,29.85,O,0,0,0,,25.5,31.9,37.7,41.8,40.434,36.409,2.056566866,1.873490162,1.037709697,-0.255253092,-1.302135623
AR52405,isiljkul,RUS45,Russie,gorod,54.9,71.26666667,E,0,0,0,,25.5,26,25.7,26.4,26.549,24.481,0.176683956,-0.128867407,0.269091586,0.043302235,-1.008564229
AR49413,starajarusa,RUS43,Russie,gorod,57.98333333,31.35,O,0,0,0,,25.4,34.6,40.4,41.5,35.511,31.809,2.849895063,1.736867838,0.268997574,-1.191695614,-1.366739619
AR05408,dalnerechsk,RUS53,Russie,gorod,45.93333333,133.7333333,E,0,0,0,,25.4,28.2,31.3,33.6,30.092,27.601,0.955194997,1.165586404,0.711599617,-0.844618358,-1.074279848
AAZ02102,Naxtchivan,AZE00,Azerbaidjan,gorod,39.21,45.41,O,1,0,0,1B5,25.34,33.279,40.384,59.754,67.467,72.7,2.508607138,2.173359631,3.995791577,0.938208364,0.938208364
AAZ07104,Lankaran,AZE00,Azerbaidjan,gorod,38.75,48.85,O,1,0,1,,25.209,35.505,40.312,45.02,48.338,50.5,3.162358759,1.42083999,1.11069941,0.548482022,0.548482022
AR56229501,kamenka,RUS51,Russie,gorod,53.18333333,44.05,O,0,0,0,,25.2,30.1,35.3,40.1,40.712,39.579,1.628399658,1.786410935,1.283095633,0.116579863,-0.352181067
AUA10111,Irpin,UKR12,Ukraine,gorod,50.52,30.25,O,0,0,0,,25.07,51.549,64.188,75.884,81.314,82.75,6.772776786,2.466407741,1.687983945,0.533036229,0.219083078
AR63428,petrovsk,RUS60,Russie,gorod,52.31666667,45.38333333,O,0,0,0,,25,31,34.2,34.8,33.956,31.158,1.974804285,1.097517231,0.174068751,-0.188681909,-1.06917494
AR65445503,volchansk,RUS63,Russie,gorod,59.93333333,60.05,E,0,0,0,,25,18.3,14.8,14.8,11.043,10.008,-2.796293475,-2.331001116,0,-2.227361525,-1.222614214
AR75415,karabash,RUS66,Russie,gorod,55.48333333,60.2,E,0,0,1,,24.9,20,17.6,17,15.942,13.151,-1.972429163,-1.410331118,-0.346254731,-0.493058977,-2.377034386
AR80415,birsk,RUS07,Russie,gorod,55.41666667,55.53333333,E,0,0,1,,24.8,29.6,30.2,34.9,39.992,41.637,1.621466352,0.223221692,1.456960743,1.053142336,0.505143581
AR33228501,omutninsk,RUS28,Russie,gorod,58.66666667,52.18333333,O,0,0,0,,24.8,28.8,28.5,29.2,26.065,23.618,1.368660971,-0.116280119,0.242940844,-0.8698508,-1.224741796
AR46242501,ozjory,RUS40,Russie,gorod,54.85,38.55,O,0,0,0,,24.8,26.1,26.7,28.2,25.704,25.788,0.465549979,0.252855264,0.548080622,-0.71035234,0.040791388
AUA18108,Lebedin,UKR20,Ukraine,gorod,50.59,34.48,O,0,0,0,,24.741,29.24,20.58,32.355,28.702,26.382,1.530464822,-3.82725761,4.628404656,-0.917196947,-1.048227729
AR69402,asino,RUS71,Russie,gorod,57,86.15,E,0,0,0,,24.7,29.4,31.6,33.5,28.068,25.614,1.596163195,0.805028023,0.585591103,-1.351668732,-1.137123571
AUA03106,Kovel',UKR04,Ukraine,gorod,51.22,24.72,O,0,0,0,,24.666,33.351,48.916,67.005,66.436,67.911,2.780331031,4.347597155,3.1966567,-0.065580825,0.274865626
AUA16111,Mirgorod,UKR18,Ukraine,gorod,49.97,33.6,O,0,0,0,,24.646,28.407,39.572,46.663,42.668,41.374,1.299470481,3.751849599,1.661956991,-0.686124638,-0.384201136
AUA23105,Zolotonosha,UKR25,Ukraine,gorod,49.67,32.03,O,0,0,0,,24.603,27.639,28.579,30.715,28.715,28.463,1.063427641,0.372295344,0.723393463,-0.516490271,-0.110294212
AR46243513,likinodulev,RUS40,Russie,gorod,55.7,38.95,O,0,0,0,,24.6,27.5,31.8,34.2,31.44,31.331,1.018236024,1.627324396,0.730246936,-0.645176483,-0.043402389
AR03227501,kurganinsk,RUS33,Russie,gorod,44.88333333,40.6,O,0,0,1,,24.3,34.8,37.6,40.8,46.618,47.974,3.318801794,0.863559162,0.820125061,1.030695845,0.359048852
AR07246501,svetlograd,RUS62,Russie,gorod,45.33333333,42.85,O,0,0,1,,24.3,30.9,33.6,37.2,39.37,38.52,2.208393975,0.935121674,1.02302442,0.437070407,-0.272459629
AR46252501,solnecgorsk,RUS40,Russie,gorod,56.18333333,36.98333333,O,0,0,0,,24.2,33.5,48,55.6,58.374,52.996,3.00043055,4.077094337,1.480676903,0.375220534,-1.200907676
AR03234501,novokubansk,RUS33,Russie,gorod,45.1,41.05,O,0,0,1,,23.971,23.9,27.1,30.2,35.4,34.847,-0.026962796,1.405961621,1.088968531,1.229573984,-0.19661608
AR54405,livny,RUS46,Russie,gorod,52.41666667,37.6,O,0,0,0,,23.9,37.3,44.9,51.7,52.841,50.43,4.129485122,2.081868825,1.420190091,0.168061242,-0.582064011
AUA03109,Novovolinsk,UKR04,Ukraine,gorod,50.73,24.17,O,0,0,0,,23.895,41.187,46.007,55.171,53.646,52.905,5.074114476,1.237268121,1.833036536,-0.215364641,-0.173748952
AR76407,borzja,RUS80,Russie,gorod,50.38333333,116.5333333,E,0,0,0,,23.7,27.8,35.8,36.4,31.46,31.376,1.461125889,2.849988592,0.166347016,-1.115667268,-0.033414768
AUA05115,Dobropillya,UKR06,Ukraine,gorod,48.42,37.05,O,0,0,0,,23.666,30.115,32.587,40.064,35.264,31.934,2.214936766,0.880409106,2.087129552,-0.976956586,-1.232073145
AUA13130,Sambir,UKR15,Ukraine,gorod,49.52,23.2,O,0,0,0,,23.649,29.253,33.868,40.355,36.332,35.044,1.952093522,1.640968194,1.767892313,-0.804603797,-0.45010052
AR61415,skopin,RUS56,Russie,gorod,53.81666667,39.55,O,0,0,0,,23.599,34.8,36.129,38.297,33.175,30.374,3.594108778,0.417295822,0.584458304,-1.098346593,-1.096563438
AR04256501,uzhur,RUS34,Russie,gorod,55.31666667,89.81666667,E,0,0,0,,23.5,24.5,28.6,28.4,17.252,16.079,0.379561211,1.734126602,-0.070151109,-3.7617366,-0.876312874
AR60206501,belkalitva,RUS55,Russie,gorod,48.16666667,40.78333333,O,0,0,0,,23.5,30.9,38,47.8,47.347,43.688,2.519915115,2.324720861,2.3209185,-0.073220718,-1.000337936
AR80450,tujmazy,RUS07,Russie,gorod,54.6,53.7,E,0,0,1,,23.4,37,43.7,57.9,66.687,66.849,4.253255197,1.866428364,2.853651048,1.092794364,0.030333515
AUA05151,Tchasiv Yar,UKR06,Ukraine,gorod,48.58,37.85,O,0,0,0,,23.33,23.848,21.825,19.804,16.441,14.541,0.199838232,-0.980101552,-0.967015683,-1.421328195,-1.523443097
AR85401,Elista,RUS21,Russie,gorod,46.31666667,44.26666667,O,1,0,1,1B5,23.2,49.9,70.3,89.7,104.254,103.728,7.210545441,3.881788931,2.466926991,1.163325842,-0.063206776
AR50232501,kupino,RUS44,Russie,gorod,54.36666667,77.3,E,0,0,0,,23.2,20.8,19.3,19.5,16.878,14.893,-0.987809628,-0.828194645,0.103146856,-1.104649341,-1.551829278
AR24235501,juzha,RUS18,Russie,gorod,56.58333333,42.01666667,O,0,0,0,,23.1,23.8,22.1,20.9,15.636,14.17,0.271759172,-0.82004108,-0.556728984,-2.207374555,-1.223070124
AR36427,pohvistnevo,RUS59,Russie,gorod,53.65,52.13333333,O,0,0,1,,23.1,26.1,25.7,27.8,27.973,28.181,1.116208147,-0.171456428,0.788543041,0.047732454,0.092645799
AR75455,ustjkatav,RUS66,Russie,gorod,54.93333333,58.16666667,E,0,0,0,,23.1,23.4,24.5,31.2,25.898,23.586,0.117372508,0.511716991,2.446906982,-1.422495922,-1.162100217
